Country or area/ISO code,Company Code,Contact
Company Name/Address,(carrier code),
Tonga (Kingdom of) / TON,,
Cable and Wireless plc,CWTGA,"Jon Morris, GM"
Private Mail Bag No. 4,,Tel +676 24440
NUKU'ALOFA,,Fax +676 22746
,,E-mail
Tonga Communications Corporation,TONDOI,B.S. Kautoke
,,Tel +676 23945
Nuku'alofa,,Fax +676 24800
,,E-mail
